"LOGIN DATE/TIME","LOGOUT DATE/TIME",USERNAME,"MAC ADDRESS","IP ADDRESS","IPV6 ADDRESS",ZONE,"NAS ID",REASON,"TOTAL TIME","AVERAGE SPEED","TRAFFIC USED",CLASS,BRAND,MODEL,TENANT
"2022-02-09 16:48:03","2022-02-09 16:49:04",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.6904,0.5985,Desktop,Unknown,Unknown,default
"2022-02-09 16:49:05","2022-02-09 16:50:05",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,3.1016,0.7528,Desktop,Unknown,Unknown,default
"2022-02-09 16:50:06","2022-02-09 16:51:06",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,4.4199,1.6395,Desktop,Unknown,Unknown,default
"2022-02-09 16:51:07","2022-02-09 16:52:07",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.2617,0.2150,Desktop,Unknown,Unknown,default
"2022-02-09 16:52:08","2022-02-09 16:53:08",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.6299,0.5696,Desktop,Unknown,Unknown,default
"2022-02-09 16:53:10","2022-02-09 16:54:10",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.6006,0.8979,Desktop,Unknown,Unknown,default
"2022-02-09 16:54:11","2022-02-09 16:55:11",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.3955,0.3197,Desktop,Unknown,Unknown,default
"2022-02-09 16:55:12","2022-02-09 16:56:12",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.6738,0.3889,Desktop,Unknown,Unknown,default
"2022-02-09 16:56:13","2022-02-09 16:57:14",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.7578,0.3694,Desktop,Unknown,Unknown,default
"2022-02-09 16:57:15","2022-02-09 16:58:15",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0176,0.1361,Desktop,Unknown,Unknown,default
"2022-02-09 16:58:16","2022-02-09 16:59:16",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0215,0.1924,Desktop,Unknown,Unknown,default
"2022-02-09 16:59:17","2022-02-09 17:00:17",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1035,0.5787,Desktop,Unknown,Unknown,default
"2022-02-09 17:00:18","2022-02-09 17:01:18",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.3906,0.7403,Desktop,Unknown,Unknown,default
"2022-02-09 17:01:19","2022-02-09 17:02:20",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1377,0.5121,Desktop,Unknown,Unknown,default
"2022-02-09 17:02:21","2022-02-09 17:03:21",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.5400,1.8659,Desktop,Unknown,Unknown,default
"2022-02-09 17:03:22","2022-02-09 17:04:22",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0752,0.2307,Desktop,Unknown,Unknown,default
"2022-02-09 17:04:23","2022-02-09 17:05:23",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.4209,1.5599,Desktop,Unknown,Unknown,default
"2022-02-09 17:05:24","2022-02-09 17:06:24",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0498,0.1503,Desktop,Unknown,Unknown,default
"2022-02-09 17:06:26","2022-02-09 17:07:26",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0566,0.3266,Desktop,Unknown,Unknown,default
"2022-02-09 17:07:27","2022-02-09 17:08:27",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0791,0.3925,Desktop,Unknown,Unknown,default
"2022-02-09 17:08:28","2022-02-09 17:09:28",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1152,0.3787,Desktop,Unknown,Unknown,default
"2022-02-09 17:09:29","2022-02-09 17:10:29",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1055,0.1952,Desktop,Unknown,Unknown,default
"2022-02-09 17:10:30","2022-02-09 17:11:30",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1064,0.2143,Desktop,Unknown,Unknown,default
"2022-02-09 17:11:32","2022-02-09 17:12:32",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1299,0.5082,Desktop,Unknown,Unknown,default
"2022-02-09 17:12:33","2022-02-09 17:13:33",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0518,0.1277,Desktop,Unknown,Unknown,default
"2022-02-09 17:13:34","2022-02-09 17:14:34",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0635,0.1480,Desktop,Unknown,Unknown,default
"2022-02-09 17:14:35","2022-02-09 17:15:35",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0850,0.1699,Desktop,Unknown,Unknown,default
"2022-02-09 17:15:36","2022-02-09 17:16:37",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0488,0.1509,Desktop,Unknown,Unknown,default
"2022-02-09 17:16:38","2022-02-09 17:17:38",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0547,0.1933,Desktop,Unknown,Unknown,default
"2022-02-09 17:17:39","2022-02-09 17:18:39",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0498,0.1734,Desktop,Unknown,Unknown,default
"2022-02-09 17:18:40","2022-02-09 17:19:40",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0557,0.1421,Desktop,Unknown,Unknown,default
"2022-02-09 17:19:41","2022-02-09 17:20:41",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1660,0.3559,Desktop,Unknown,Unknown,default
"2022-02-09 17:20:42","2022-02-09 17:21:42",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1240,0.2201,Desktop,Unknown,Unknown,default
"2022-02-09 17:21:44","2022-02-09 17:22:44",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0771,0.2098,Desktop,Unknown,Unknown,default
"2022-02-09 17:22:45","2022-02-09 17:23:45",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,1.4033,0.9994,Desktop,Unknown,Unknown,default
"2022-02-09 17:23:46","2022-02-09 17:24:46",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0752,0.2903,Desktop,Unknown,Unknown,default
"2022-02-09 17:24:47","2022-02-09 17:25:47",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0898,0.1457,Desktop,Unknown,Unknown,default
"2022-02-09 17:25:48","2022-02-09 17:26:48",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1055,0.1721,Desktop,Unknown,Unknown,default
"2022-02-09 17:26:49","2022-02-09 17:27:50",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0996,0.3622,Desktop,Unknown,Unknown,default
"2022-02-09 17:27:51","2022-02-09 17:28:51",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0781,0.1754,Desktop,Unknown,Unknown,default
"2022-02-09 17:28:52","2022-02-09 17:29:52",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1016,0.1940,Desktop,Unknown,Unknown,default
"2022-02-09 17:29:53","2022-02-09 17:30:53",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0732,0.1967,Desktop,Unknown,Unknown,default
"2022-02-09 17:30:54","2022-02-09 17:31:54",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0488,0.1447,Desktop,Unknown,Unknown,default
"2022-02-09 17:31:55","2022-02-09 17:32:56",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0352,0.1675,Desktop,Unknown,Unknown,default
"2022-02-09 17:32:57","2022-02-09 17:33:57",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0234,0.1172,Desktop,Unknown,Unknown,default
"2022-02-09 17:33:58","2022-02-09 17:34:58",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0596,0.1595,Desktop,Unknown,Unknown,default
"2022-02-09 17:34:59","2022-02-09 17:35:59",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0576,0.1247,Desktop,Unknown,Unknown,default
"2022-02-09 17:36:00","2022-02-09 17:37:00",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0508,0.2330,Desktop,Unknown,Unknown,default
"2022-02-09 17:37:01","2022-02-09 17:38:02",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0303,0.1110,Desktop,Unknown,Unknown,default
"2022-02-09 17:38:03","2022-02-09 17:39:03",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0322,0.1177,Desktop,Unknown,Unknown,default
"2022-02-09 17:39:04","2022-02-09 17:40:04",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0469,0.1493,Desktop,Unknown,Unknown,default
"2022-02-09 17:40:05","2022-02-09 17:41:05",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0303,0.1056,Desktop,Unknown,Unknown,default
"2022-02-09 17:41:06","2022-02-09 17:42:06",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0430,0.1156,Desktop,Unknown,Unknown,default
"2022-02-09 17:42:08","2022-02-09 17:43:08",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0361,0.1310,Desktop,Unknown,Unknown,default
"2022-02-09 17:43:09","2022-02-09 17:44:09",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0332,0.1086,Desktop,Unknown,Unknown,default
"2022-02-09 17:44:10","2022-02-09 17:45:10",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0469,0.1834,Desktop,Unknown,Unknown,default
"2022-02-09 17:45:11","2022-02-09 17:46:11",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0674,0.1494,Desktop,Unknown,Unknown,default
"2022-02-09 17:46:12","2022-02-09 17:47:13",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.2148,0.4216,Desktop,Unknown,Unknown,default
"2022-02-09 17:47:14","2022-02-09 17:48:14",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0234,0.1110,Desktop,Unknown,Unknown,default
"2022-02-09 17:48:15","2022-02-09 17:49:15",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0215,0.1212,Desktop,Unknown,Unknown,default
"2022-02-09 17:49:16","2022-02-09 17:50:16",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0195,0.1244,Desktop,Unknown,Unknown,default
"2022-02-09 17:50:17","2022-02-09 17:51:17",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0176,0.1141,Desktop,Unknown,Unknown,default
"2022-02-09 17:51:18","2022-02-09 17:52:19",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0166,0.0799,Desktop,Unknown,Unknown,default
"2022-02-09 17:52:20","2022-02-09 17:53:20",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0947,0.1792,Desktop,Unknown,Unknown,default
"2022-02-09 17:53:21","2022-02-09 17:54:21",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0703,0.1135,Desktop,Unknown,Unknown,default
"2022-02-09 17:54:22","2022-02-09 17:55:22",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1895,0.2215,Desktop,Unknown,Unknown,default
"2022-02-09 17:55:23","2022-02-09 17:56:23",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.5107,0.2043,Desktop,Unknown,Unknown,default
"2022-02-09 17:56:24","2022-02-09 17:57:25",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1826,0.3043,Desktop,Unknown,Unknown,default
"2022-02-09 17:57:26","2022-02-09 17:58:26",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0586,0.1371,Desktop,Unknown,Unknown,default
"2022-02-09 17:58:27","2022-02-09 17:59:27",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.1074,0.6312,Desktop,Unknown,Unknown,default
"2022-02-09 17:59:28","2022-02-09 18:00:28",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0615,0.2730,Desktop,Unknown,Unknown,default
"2022-02-09 18:00:29","2022-02-09 18:01:30",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0684,0.1257,Desktop,Unknown,Unknown,default
"2022-02-09 18:01:31","2022-02-09 18:02:31",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0586,0.3666,Desktop,Unknown,Unknown,default
"2022-02-09 18:02:32","2022-02-09 18:03:32",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0322,0.1231,Desktop,Unknown,Unknown,default
"2022-02-09 18:03:34","2022-02-09 18:04:34",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0313,0.1088,Desktop,Unknown,Unknown,default
"2022-02-09 18:04:35","2022-02-09 18:05:35",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0352,0.1257,Desktop,Unknown,Unknown,default
"2022-02-09 18:05:36","2022-02-09 18:06:36",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0381,0.1189,Desktop,Unknown,Unknown,default
"2022-02-09 18:06:37","2022-02-09 18:07:38",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0303,0.1334,Desktop,Unknown,Unknown,default
"2022-02-09 18:07:39","2022-02-09 18:08:39",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0156,0.0675,Desktop,Unknown,Unknown,default
"2022-02-09 18:08:40","2022-02-09 18:09:40",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,NAS-Request,00:01:00,0.0020,0.0035,Desktop,Unknown,Unknown,default
"2022-02-09 18:09:41","2022-02-09 18:10:41",pfsense,2c:db:07:c5:10:39,172.16.100.43,,Din-tests,CaptivePortal-kiwire,Idle-Timeout,00:00:00,0.0000,0.0000,Desktop,Unknown,Unknown,default
